"","label","text","rule_name","comment_number","proposition_number"
5961,"u","and if you have anyone handeling loans, they should conform to the SAFE act","ms",363,6
5962,"n","which right now, BANKS  are not, because thier LOAN OFFICERS are NOT required to TESTED.","ms",363,7
5963,"u","It is impossible for anyone to know the LAW unless your obligated to comply.","ms",363,8
5964,"u","I can only say one name...Washington Mutual.","ms",363,9
5965,"u","They were one of the largest contributors to this nightmare,","ms",363,10
5966,"u","and they were a BANK .","ms",363,11
5967,"u","Problem: Every place where there is not transparency in lending there is fraud.","ms",365,0
5968,"u","Solution: All account activity directly and indirectly in your account has to be on the monthly statement addressing companies by name not category.","ms",365,1
5969,"u","Problem: ""depending on circumstances""","ms",365,2
5970,"u","Solution: No, ALL circumstances","ms",365,3
5971,"u","Problem: ""The servicer would not have to respond to requests that come more than 1 year after the loan is paid off.","ms",366,0
5972,"u","Solution: No time limit to expose mortgage abuse.","ms",366,1
5973,"u","Problem: Allowing servicers to charge for information on your account.","ms",366,2
5974,"u","Solution: All monthly account activity directly and indirectly needs to be transparent on the monthly loan statement,","ms",366,3
5975,"n","this is not an alicart restaurant.","ms",366,4
5976,"u","This should not be an issue if the homeowner had escrow for insurance.","ms",5,0
5977,"u","The Servicer should pay the original insurer.","ms",5,1
5978,"u","Notice should be sent to the homeowner that the policy was paid on every anniversary with the name of the insurance company.","ms",5,2
5979,"e","We have submitted 5 complaints to the New York State Banking Dept. of homeowners who received forced placed insurance that was 5 times more than the policy on record.","ms",5,3
5980,"n","When a servicing transfer is done, insurance information is rarely transferred alongside the mortgage information, despite the fact that it is often the same Insurance Tracker that acts as both Loan Servicers.","ms",15,0
5981,"n","Because of this, many borrowers are saddled with false placement of Force-Placed Insurance.","ms",15,1
5982,"u","Escrow accounts have entirely too many unexplained fees.","ms",21,0
5983,"u","Loan Servicers should be forced to explain every fee on an escrow account on a monthly basis so borrowers are made aware of what they are being charged and why.","ms",21,1
5984,"u","Also the Loan Servicer should not be allowed to create an escrow account for borrowers with a non-escrow loan without explaining why.","ms",21,2
5985,"u","In addition, a negative escrow account created by insurance  should not interfere with a borrower's ability to pay their property taxes via escrow.","ms",21,3
5986,"u","The tax balance and insurance balance should be kept separate to prevent the borrower from being pushed into foreclosure for nonpayment of taxes due to the Loan Servicer's erroneous placement of Force-Placed Insurance.","ms",21,4
5987,"e","I've registered as a consumer","ms",33,0
5988,"e","but to be clear I'm an attorney who has done real estate closings","ms",33,1
5989,"u","though it was never a practice area.","ms",33,2
5990,"u","Further, my comments that follow are admittedly not directly on point for this section but of the section choices this seemed the closest to my concern.","ms",33,3
5991,"e","Two weeks ago I closed my own mortgage refinancing simply to get a much better interest rate.","ms",33,4
5992,"e","The closing documents totaled 127 pages, exclusive of the title report and home appraisal.","ms",33,5
5993,"e","The closing documents required approximately thirty signatures, and initials on almost every remaining page.","ms",33,6
5994,"u","So much of the information was repetative.","ms",33,7
5995,"e","My closing took an hour and a half and I  understood what I was doing.","ms",33,8
5996,"u","If I was representing someone, particularly the buyer, who wanted each document explained, the closing process would have been much longer.","ms",33,9
5997,"u","This is information overload and unnecessarily, in my opinion, complicates the process and dilutes comprehension.","ms",33,10
5998,"n","Now, in my case, I recognized that not all these documents were required by regulation for consumer protection.","ms",33,11
5999,"u","Nevertheless, a simple home mortgage refinancing should not require 127 pages to protect all parties with an interest in the transaction.","ms",33,12
6000,"u","In giving the banks 5-45 business days to respond to information requests, I am left to assume that the CFPB has been watching too much Mad Men and is attempting to regulate a bank in 1960.","ms",52,0
6001,"u","If I were to use my debit card to make a 2purchase anywhere in the world, it will show pending on my account instantly.","ms",52,1
6002,"u","Let's say I'm really behind the times and I write a check.","ms",52,2
6003,"u","That check will clear the instant it is scanned by anything attached to the internet.","ms",52,3
6004,"u","We are no longer living in the checking times described by Tom Hanks' character in Catch Me If You Can.","ms",52,4
6005,"n","There's not a 10 day delay in a check clearing because it has to be mailed through central depositories and to corporate offices, etc.","ms",52,5
6006,"n","The banks who made this process instantaneous are the same ones servicing our mortgages .Now.","ms",52,6
6007,"u","No matter who you have an account with, whether it's a bank or credit union, large or small, it doesn't matter...","ms",52,7
6008,"u","Walk into a branch and ask for account information.","ms",52,8
6009,"n","That representative will immediately pull your information up and tell you what you need to know.","ms",52,9
6010,"n","If there's a discrepancy and you're arguing with them, they'll even turn their monitor around and show you what they're looking at right then and there.","ms",52,10
6011,"n","If you ask for anything in writing, they will hand it to you.","ms",52,11
6012,"n","If you ask for a screenprint, they will provide it.","ms",52,12
6013,"n","The line at the bank today still moves faster than it did in your grandparent's day.","ms",52,13
6014,"n","You mean to tell me it's an instantaneous process to deduct a check card transaction from the balance of my Arizona-based account for a $10 purchase I made in China,","ms",52,14
6015,"u","Somebody please explain to me how that's considered acceptable in any way.","ms",52,15
6016,"u","No matter what it is, you can figure out how everything in the world works, is made, etc...except in the financial and insurance industries.","ms",52,16
6017,"u","1. This rule only works if there are requirements to notify on denials, with harsh penalties for failure to send notice of a denial timely, including loss of right of forclosure for a proscribed period","ms",62,0
6018,"u","and that the clock would not start until person was sucessfully contacted via certified signature required mail.","ms",62,1
6019,"u","2. Servicer denies appeals as a rubber stamp of their own actions.","ms",62,2
6020,"u","Does nothing.","ms",62,3
6021,"u","Should be requires that all LMO's have an appeals process, if one is offered.","ms",62,4
6022,"u","3. Borrowers Rejections must have ample time to evaluate the situation 48 hour decision windows, on real estate transactions like your primary residence should not be allowed.","ms",62,5
6023,"u","4. This should also have an appeal window.","ms",62,6
6024,"u","Absolutely critical to construct this culture and structure of support for accurate and continual exchange of information with THE main affected party: at-risk owner.","ms",68,0
6025,"u","I would propose that the Owner have access to the full checklist of documents that he or she must satisfy for the completion of the process in question, and see the same documents that the service can see.","ms",68,1
6026,"u","Hearing someone tell you over the phone that they can't find a document that you delivered over and over again is about the most frustrating and alienating and helpless shady experience I had while trying to short sale my home.","ms",68,2
6027,"u","My continual and repeated efforts where futile and inefficient.","ms",68,3
6028,"e","At the beginning of our struggle all we wanted was to convert our option ARM loan to a 30 year fixed at a lower interest.","ms",76,0
6029,"e","Our calls were ignored for months and we were transferred to one person after another,","ms",76,1
6030,"e","each time we had to begin again with our explanation and information!","ms",76,2
6031,"e","When at last we had to get another loan to avoid the continuing financial slide, Countrywide sends us e-mails telling us what a good customer we were and offering us a 30 year fixed rate.","ms",76,3
6032,"u","Too little...too late.","ms",76,4
6033,"u","This should not be allowed!","ms",76,5
6034,"u","How...you've given a concrete stance w or  absolutely no statistics to back it up.","ms",100,0
6035,"u","I've given well thought out and detailed arguments for why everything should be treated evenly.","ms",100,1
6036,"u","Right now your proposed rules for Avoiding Foreclosure presume every foreclosure is lawful, which is absurd.","ms",126,0
6037,"u","Unlike the national foreclosure fraud settlement, your proposals do not address wrongful foreclosures.","ms",126,1
6038,"n","However, even though the national foreclosure fraud suit alleges deceptive practices in wrongful foreclosures,","ms",126,2
6039,"u","the administration of the settlement will not stop them.","ms",126,3
6040,"u","Your proposed rules for ""Avoiding Foreclosure"" need to add a provision to stop an unlawful foreclosure in progress","ms",126,4
6041,"u","and you need to enforce the national foreclosure fraud settlement","ms",126,5
6042,"u","because the state attorneys general have no intention of doing so.","ms",126,6
6043,"n","Page 27 of the multistate complaint, which is posted on nationalmortgagesettlement.com brought by the state attorneys general, the DOJ and other regulators specifically names the deceptive practices used by banks to take homes they have no right to foreclose on,","ms",126,7
6044,"u","and, by identifying these violations as deceptive practices, acknowledge these acts are under the purview of state attorneys general and the CFPB.","ms",126,8
6045,"u","The state attorneys general having brought suit over Wrongful Conduct Related to Foreclosures, but now will not investigate it or stop it, so it is up to the CFPB.","ms",126,9
6046,"u","* None of the state attorneys general offices or the CFPB will investigate and stop in progress the deceptive practices described beginning on page 27 of the lawsuit.","ms",126,10
6047,"n","* None of the state attorneys general offices or the CFPB have a consumer complaint form on their website which seeks information about violations of the deceptive practices described beginning on page 27 of the lawsuit.","ms",126,11
6048,"u","* None of the state attorneys general offices or the CFPB will acknowledge over the phone they have the authority to investigate and stop in progress the deceptive practices described beginning on page 27 of the lawsuit.","ms",126,12
6049,"u","Would the CFPB propose a rule for Avoiding Foreclosure that will help with at least the following:","ms",126,13
6050,"u","Stop wrongful foreclosures based on deceptive practices in progress.Justice will not happen on its own.","ms",126,14
6051,"u","We could use some help.","ms",126,15
6052,"u","Since the new servicer is essentially the 'buyer' of the right to service the mortgage why does this proposed rule not require full disclosure of all information provided by the prior servicer within a reasonable period of time.","ms",139,0
6053,"u","It seems to me that by acquiring those servicing rights the servicer should also have responsibilities regarding completion and accuracy of information transfer from 'old' to 'new' servicers.","ms",139,1
6054,"u","With full disclosure to the borrower of the information obtained from the previous servicer within 30 days.","ms",139,2
6055,"u","This should enhance transparency by making this all available to the borrower in this process.","ms",139,3
6056,"u","The key to stopping foreclosures is to stop overpricing housing.","ms",158,0
6057,"u","The effects of a bubble economy are simply to onerous.","ms",158,1
6058,"u","The problem is that the real estate industry has resisted and whittled down all attempts to limit those mortgages containing a government guarantee.","ms",158,2
6059,"n","The underlying economic value of a home in the economy by the top 30% wage earners should be used as a basis for cutting off government mortgage subsidies","ms",158,3
6060,"n","Part of this is the mortgage home deduction.","ms",158,4
6061,"u","There should be a maximum value this deduction based on the maximum earning capacity of the 70th percentile.","ms",158,5
6062,"u","this would be in many markets in the $200K to $300K size.","ms",158,6
6063,"u","Mortgages should not be guaranteed above this amount.","ms",158,7
6064,"u","So if a $700K mortgage was originated only $300K would be tax deductible","ms",158,8
6065,"u","and only $300k mortgage would be government guaranteed,","ms",158,9
6066,"u","the other $400k would be guaranteed by the lending institution.","ms",158,10
6067,"u","This would also apply to tax free income from sales of homes.","ms",158,11
6068,"u","Those homes that sell over $300K would not be eligible above $300K for the gains.","ms",158,12
6069,"u","So if a home sold for $400K then the 100K would be taxable.","ms",158,13
6070,"u","What I mean by the 70th percentile is traditional formulaes say 1 or 3 of income to service debt.","ms",158,14
6071,"n","That means that when interest rates rise these values change also.","ms",158,15
6072,"u","No I recognize these values are arbitrary so 70th percentile could be 80th,","ms",158,16
6073,"u","but not 98th and 1 or 3 income could be .40 of income.","ms",158,17
6074,"u","And that increased interest rates could be averaged to minimize economic forces.","ms",158,18
6075,"u","However overall we need to discourage bubbles through our taxation and guarantee policies.","ms",158,19
6076,"u","That's easy, existing laws.","ms",164,0
6077,"u","The financial industry already decided on which borrowers should receive a LMO for their own financial protection, the homeowners who if foreclosed on would cost the investor to lose a guaranteed portion of their initial investment proven by a andNPV.","ms",164,1
6078,"n","ANY HOMEOWNER WITH A LOAN TO VALUE ABOVE 80%  WOULD COST THE INVESTOR TO LOSE A SIGNIFICANT PORTION OF THE CAPITAL INVESTMENT, A POSTIVE NET PRESENT VALUE REGARDLESS OF THE HOMEOWNERS PERSONAL FINANCIAL STATUS","ms",164,2
6079,"n","Since no other branch of the govermnent has enforced existing laws,","ms",164,3
6080,"u","it is up to the CFPB, which was in my proposal to the government in the fall of 2008, to get the ""fox out of the henhosue"".","ms",164,4
6081,"n","It is in direct violation of the law when two homeowners with the same negative equity  DO NOT RECEIVE the same consistent similar financial incentive to remain a negative equity homeowner","ms",164,5
6082,"u","following is a partial list of the violations occurring : unfair, deceptive and abusive business practices,misrepresentation that modifications are about affordability when a andNPV is required, the reasonable reliance that Main Street has that the government and Wall Street would act in good faith and fair dealings or the fact that every time a homeowner is denied a negative equity modification for his or hers social economic status being put at a financial disadvantage discrimation occurs.","ms",164,6
6083,"u","a partial list of business, tort and civil violations occurring on a daily basis","ms",164,7
6084,"u","Wall Street will not change their ways as long as there are NO PENALTIES THAT ARE ENFORCED","ms",164,8
6085,"u","since most homeowners do not have the financial whereitall to sue and the banks have the governments blessing and taxpayers money to do whatever they want,","ms",164,9
6086,"n","there are no penalities to them.","ms",164,10
6087,"u","AND MOST IMPORTANT UNTIL THE TAXPAYER PAID ENTITIES OF THE GSE'S AND THE FHA ARE INCLUDED INTO STANDARD CAPITALISTIC LMO'S, OF A MODIFICATION FOR EVERY NEGATIVE EQUITY HOMEOWNER,","ms",164,11
6088,"n","The solution has been given to all seven governmental agencies back in the fall of 2008.","ms",164,12
6089,"u","The proof is in the pudding so to speak,","ms",164,13
6090,"n","the OCC, and the AG's have included PARTIAL numerous guidelines from my proposal, UNITEDINPROSPERITY.ORG to stop the Foreclosure Crisis from continuing, such as single point of contact, dual tracking, staffing, time limits, communications, standards etcc..","ms",164,14
6091,"n","BUT all without including the underlying principle that housing is a capitalist product not a socialistic one.","ms",164,15
6092,"u","The mortgage clause of ""dont pay be foreclosed on"" was changed to ""let me modify you if you have negative equity, not if you can't afford it""","ms",164,16
6093,"u","Because of the governments actions and inactions and the lenght of time past,","ms",164,17
6094,"u","it is crucial that the solution be enforced NOW not in another 6-9-12-15-18-21 months.","ms",164,18
6095,"u","I would welcome the opportunity to discuss this with any member of government at their convenience.","ms",164,19
6096,"u","A check list of disclosures and rights to legal disclosures should be required at every closing on the front page.","ms",200,0
6097,"u","A borrower shouldn't have to hire a third party or search over the internet to discover what legal disclosures they are entitled to.","ms",200,1
6098,"e","Prior to my foreclosure, a third party  was hired to send out a QWR;","ms",200,2
6099,"e","it consisted of six pages sent certified on 4-19-2009 requesting documents to which I never would have known I had any rights to.","ms",200,3
6100,"e","The servicer replied on 08-10-2009 to the third party and never CC any copy over to me.","ms",200,4
6101,"e","When the third party sent me a copy, the letter stated that the servicer responded enclosing the Adjustable Rate Note and Mortgage","ms",200,5
6102,"e","but the remaining request were internal business records and did not need to be furnished under RESPA 12 USC section 2506 .","ms",200,6
6103,"e","The third party in my opinion knew what to ask for.","ms",200,7
6104,"u","Consumers aren't provided with legal disclosures rights nor do they have any means or instructions to find out.","ms",200,8
6105,"u","Why further place any more restrictions.","ms",200,9
6106,"e","The servicer in the same response letter stated that they had nothing to do with the loans origination and that they were not affiliated with the original lender.","ms",200,10
6107,"e","The servicer included a contact address and phone number to where the loan originator could be reached.","ms",200,11
6108,"e","When trying to contact the original lender, the phone was disconnected and a letter was returned labeled rejected.","ms",200,12
6109,"e","What I found out later at the Security Exchange Commission website was the bankruptcy purchase agreement between the loan servicer and my bankrupt loan originator.","ms",200,13
6110,"e","It described my servicer purchased the loan originators servicing rights, business assets, and the actual building to the contact address they provided to me in letter.","ms",200,14
6111,"u","1. There is a great need for a third party service since consumers are limited on knowledge.","ms",200,15
6112,"e","2. Notice the four months it took for the servicer to respond.","ms",200,16
6113,"e","3. I did not receive an account history until after foreclosure, and after filing a complaint with Department of Corporations.","ms",200,17
6114,"e","4. I don't see how a servicer who purchases servicing rights, the building, and assets can inform a consumer to contact a defunct originator in which they know is no longer present.","ms",200,18
6115,"u","The joke was on me and the servicer had to be aware of it.","ms",200,19
6116,"u","I do not see any points in protecting servicers if their designed intent is to stall, collect, and use deceptive practices that further damage consumer rights.","ms",200,20
6117,"u","Deceptive practices restrict consumers from being able to afford litigation when facing foreclosures.","ms",200,21
6118,"u","I do not think the CFPB should be equating any such leniency for servicers.","ms",200,22
6119,"u","The 4 letter original lender code followed by a dash then loan number needs to be on the closing documents.","ms",203,0
6120,"u","It is important that this combo can not be altered for the life of the loan.","ms",203,1
6121,"n","If I punch in on line for example BOFA-123756327 then I should be able to pull up a chain of title linked to property records, leins, taxes etc.","ms",203,2
6122,"u","We have had the technology for so long.","ms",203,3
6123,"u","The worst problem is that people can't defend themselves in court with out a chain of title and banks are adding additional force placed insurance policies by altering the loan number on the policies so they are hard to trace.","ms",203,4
6124,"u","Make it simple,","ms",203,5
6125,"u","we have the technology.","ms",203,6
6126,"u","This way the banks will have to clean up their behavior","ms",203,7
6127,"u","because they will not have a choice.","ms",203,8
6128,"e","We purchased a home in CA in 2005 via Country Wide with an adjustable rate interest.","ms",223,0
6129,"e","We also took out a 2nd with Citi.","ms",223,1
6130,"e","Citi purchased our first from Country Wide.","ms",223,2
6131,"e","We are currently 40% underwater.","ms",223,3
6132,"e","We worked with NACA and waited 5 months to be approved for a lower fixed interest rate on our 1st two years ago.","ms",223,4
6133,"e","We fell behind on our 1st due to multiple health related issues .","ms",223,5
6134,"e","We jumped through hoops with Citi for 5-6 months, again, via NACA regarding the 1st.","ms",223,6
6135,"e","We stopped making payments in Jan 2012 due to the lack of income during the injuries and in order to persuade them to work with us.","ms",223,7
6136,"e","They resently sold our 1st to Carrington, after telling us that we made too much money to qualify for any type of loan modifiation .","ms",223,8
6137,"e","Meanwhile, we put the majority of our house payment money in a savings account.","ms",223,9
6138,"e","Citi via NACA refused to negotiate with us on our 2nd.","ms",223,10
6139,"e","Now Carrington is telling us that we qualify for a FHA 30 year fixed rate mortgage  6.50% and that they will pay off the 2nd","ms",223,11
6140,"e","Citi now is willing to take only $7,000 for a $95,000  7.75%.","ms",223,12
6141,"e","We are both still employed,","ms",223,13
6142,"e","but we are facing some possible lay offs due to Sequestration in Jan 2013 and will have a large increase in our Health Insurance, beginning Oct. 1st, via the employer, along with furlough days.","ms",223,14
6143,"e","More furlough days may be on the way after the November 2012 elections .","ms",223,15
6144,"e","We are working with NACA to see if we qualify for the HAMP,","ms",223,16
6145,"e","but they do not think we will qualify based upon our income, right now.","ms",223,17
6146,"e","We physically have recovered, for the most part, from our injuries and have some current pending litigation which will take years to settle.","ms",223,18
6147,"e","Carrington and First Alliance Bank are very, very interested in us pursuing the refinance option as opposed waiting for the results of the HAMP determination .","ms",223,19
6148,"e","I am not in such a hurry to follow through with the refinancing until I hear about the decision regarding the HAMP.","ms",223,20
6149,"e","We now have credit scores of 630 and 650 instead of 730 and 720 .","ms",223,21
6150,"u","A 6.50 interest rate sounds very high","ms",223,22
6151,"e","and we are current with all of our creditors.","ms",223,23
6152,"u","It does make sense to provide statements  to discharged borrowers who continue to pay the mortgage.","ms",265,0
6153,"u","I agree that some may no longer want statements, perhaps because they are walking away.","ms",265,1
6154,"u","But those who filed bankruptcy in order to save thier homes should be allowed to request and receive statements and online access to properly manage the accout.","ms",265,2
6155,"n","The proposed rule requires that the mortgage servicer continue to pay the homeowner's insurance   from the escrow account even if the customer is in default on the loan.","ms",271,0
6156,"u","This places an undue burden on the mortgage servicer.","ms",271,1
6157,"n","It is often the case that forced placed insurance is much cheaper than the cost of a full blown HO Ins policy, particularly with small balance loans where the servicer only needs to protect its interest in the property, not the full value of the loan.","ms",271,2
6158,"u","If a customer is in default and has not made payment for many months , the home owner is being unduly enriched and the mortgage servicer is being harmed by having to payout much more than it otherwise would have to to protect its interest in the property.","ms",271,3
6159,"u","The commentary suggests that the mortgage servicer pay the HO Ins premium monthly to avoid having the customer cancel the policy and run off with the funds.","ms",271,4
6160,"u","I strongly believe that this is an untenable situation for the loan servicer, which now has 12X the amount of work to do.","ms",271,5
6161,"u","Consumers need protections,","ms",271,6
6162,"u","but enough is enough.","ms",271,7
6163,"u","If a consumer stops paying their loan, the servicer should be free to place forced fire insurance.","ms",271,8
6164,"u","The real question is the definition of default.","ms",271,9
6165,"u","1 or 2 months behind is clearly not enough.","ms",271,10
6166,"u","But if a consumer hasn't made a payment for 6 months, the servicer should be free to inform the cutsomer that it no longer will escrow for HO Ins.","ms",271,11
6167,"u","The consumer can then look for their own insurance.","ms",271,12
6168,"u","If they get it, great.","ms",271,13
6169,"u","If not, then the lender can place forced insurance.","ms",271,14
6170,"u","Once the lender stops escrowing for HO Ins, it must rerun its escrow analysis to make sure a refund is not due back to the consumer.","ms",271,15
6171,"u","However, let's be honest, with 6 months of missed payment, a refund will never be due.","ms",271,16
6172,"u","I believe this is a very reasonable resolution to this issue.","ms",271,17
6173,"u","The answer to this question needs to be guided by the long history of contract law in America.","ms",277,0
6174,"n","If the customer makes his payment after the grace period has expired, then the customer is contractually obligated to pay the late charge.","ms",277,1
6175,"u","So the answer is yes, the customer must pay the late charge before the monthly payment is to be considered fully paid.","ms",277,2
6176,"u","The CFPB should not be issuing a rule which over-rides a legal contractual obligation of the borrower to the lender.","ms",277,3
6177,"u","Excluding the late charge is arbitrary and not based on any solid legal foundation.","ms",277,4
6178,"u","It just feels good.","ms",277,5
6179,"u","The rule could just as well exclude the principal portion of the payment and include only the past due interest.","ms",277,6
6180,"u","Excluding the principal portion is no more arbitrary than excluding the late charge.","ms",277,7
6181,"u","Please make rules which are based on the legal contractual obligation between the borrower and the lender, not based upon a feel good approach that views lenders and loan servicers as evil and borrowers as angels that are never in the wrong and  have no responsibilities to live up to.","ms",277,8
6182,"u","My comment about email is a more a general one, that it should be a required form of communication due to the prolific use of email at this time.","ms",300,0
6183,"u","Not sure of the cost but I imagine that most correspondence is boiler plate.","ms",300,1
6184,"n","Sending an email is less expensive than postal mail.","ms",300,2
6185,"u","I think our laws lag in this area due to the alleged strain it would put on customer service departments.","ms",300,3
6186,"u","In my opinion most organizations have divested in this area and consumers experience huge gaps in this area.","ms",300,4
6187,"u","One of the pitfalls for us with ""too big to fail"" organizations.","ms",300,5
6188,"e","I recently refied a mortgage through a small firm in Charlotte, NC.","ms",305,0
6189,"e","They informed me that my mortgage would be sold.","ms",305,1
6190,"e","During the waiting period, I had to make payments to them and the payments were recorded correctly without any problem.","ms",305,2
6191,"e","Approximately 30 days ago, I received a letter from Citi that they bought my mortgage.","ms",305,3
6192,"e","The balance stated was wrong as I had made extra principle payments.","ms",305,4
6193,"e","I then received a statement from them and the history of the account was totally blank other than one payment.","ms",305,5
6194,"e","I have called Citi and talked with Supervisors in their Tuscon office.","ms",305,6
6195,"e","I was informed that it was my problem and I should have not made the payments to the Charlotte Company.","ms",305,7
6196,"e","It is my understanding from the Citi letter that any payment made before 9 or 1 or 12, the payment was to go to the Charlotte Company.","ms",305,8
6197,"e","Looking at my mortgage balance on the Citi website, Citi is showing a mortgage balance of close to $10,000. more than what is owed.","ms",305,9
6198,"e","I have even faxed them the history from the Charlotte Company for them to check and review the problem.","ms",305,10
6199,"e","Nothing has been done.","ms",305,11
6200,"e","No phone calls, no email, no acknowledgement by Citi of the reported problem.","ms",305,12
6201,"u","In today's world where banks can post transactions daily, provide ACH transfers, allow high frequency trading, why is it so hard for someone at Citi to pick up the phone and resolve this issue.","ms",305,13
6202,"u","The system is broken and the link is that big banks can not perform simple functions.","ms",305,14
6203,"u","Not one person is complaining because they have ""too much information"".","ms",315,0
6204,"u","The public is pulling their hair out because of lack of information, run around and lies.","ms",315,1
6205,"u","If all activity in a borrowers loan account is disclosed to the homeowner monthly, their would be no ""unduly burdensome"" phone calls to the servicer.","ms",315,2
6206,"u","Why is the CFPB complicating things further by separating what information only an attorney can get as opposed to what a borrower can get.","ms",315,3
6207,"u","Splitting the disclosure up between different companies without a simple monthly transparent statement is ignoring the real problem.","ms",315,4
6208,"e","I am the poster child for mortgage abuse, having found crime in almost every category, in reference to my home loan.","ms",315,5
6209,"u","I can tell you, the only thing that would have prevented this from happening, to me, would be if the  ""Transaction Activity"" category, in your new sample Periodic Statement  include all activity related to my loan.","ms",315,6
6210,"u","Keep in mind this is not a regular bank statement with lots of entries.","ms",315,7
6211,"u","This a 1 simple loan statement","ms",315,8
6212,"u","and there should only be a few entries under ""Transaction Activity"" each month with transparency.","ms",315,9
6213,"u","For example, if JP Morgan gives Assurant money for a force placed insurance policy and Assurant cuts a check back to JP Morgan or a subsidiary of JP Morgan for 75% of the policy and both activities are related to my loan then the servicer needs to record both under ""Transaction Activity"".","ms",315,10
6214,"u","I can see why the banks would say this is being ""unduly burdensome"" when they have to document what they are really doing to people.","ms",315,11
6215,"u","If the servicer charges for a drive by inspections after your house sold then the company name and phone number need to be in Transaction Activity showing the payout.","ms",315,12
6216,"u","If your servicer and the closing agent both collect your current years property taxes at closing, the day it was paid out should show up in your ""Transaction Activity"" so you can find it.","ms",315,13
6217,"u","If the bank is going to keep your account open for 6 months, after your closing, charging you additional interest, to use up some of the over stated closing money, then the bank should send you monthly statements, for 6 months, showing what they are doing behind your back.","ms",315,14
6218,"u","Limited disclosure like you are proposing is bad but you should see what happens, after the closing, when no disclosure statement is mailed out and your account is left open.","ms",315,15
6219,"u","You don't know the half of it.","ms",315,16
6220,"u","Because this entry was not required, on the monthly statement, is the reason so many people, have been so badly abused and why this went unnoticed for so long.","ms",315,17
6221,"u","You say the banks claim it is ""unduly burdensome"" to tell me what they are doing to me.","ms",315,18
6222,"u","Let's dissect the banks objections and make some real progress.","ms",315,19
6223,"u","Transaction Activity transparency is the category where the problems and solutions rest","ms",315,20
6224,"u","and it is being swept under the rug, with your plan, with very little disclosure and you are not hearing the ""ORDINARY"" people.","ms",315,21
6225,"u","Moderator, please get a list from the CFPB of all the ""unduly burdensome"" issues the bank claims is beyond the roll of ""servicing"" a loan, that they are afraid to disclose.","ms",315,22
6226,"u","Unless someone is being over paid or generating some third party fraud that requires information to be hid, the banks should be happy to put everything on the monthly statement, to relieve the servicer, of the burden of all the phone calls.","ms",315,23
6227,"u","The truth is the Banksters know, that they have to put up with, unduly burdensome phone calls","ms",315,24
6228,"u","because the only other alternative is to expose their crimes, under ""Transaction Activity""","ms",315,25
6229,"u","and people will no longer need to call.","ms",315,26
6230,"u","With full disclosure, the banks and the CFPB's phone should hardly ring, in reference to mortgage loans.","ms",315,27
6231,"u","If you leave this category, the way it is now, you have just enabled the circus to continue.","ms",315,28
6232,"u","Bottom line, it is not up to the banks and servicers to determine how responsible they are going to be,","ms",315,29
6233,"u","it is up to the government to set the standards high not low, with transparency.","ms",315,30
6234,"u","Why will Obama not tell Richard Cordray to demand full disclosure, from the banks, for the ""ORDINARY"" people, if a bank wants to be able to continue to lend money,","ms",315,31
6235,"u","end of story!","ms",315,32
6236,"u","If I understand you correctly, you are going to limit even further the information available to the public, making some of it only available to attorney's,","ms",315,33
6237,"u","which would allow servicers not to respond to certain types of information requests according to you.","ms",315,34
6238,"u","I get real nervous, when you talk about a ""new disclosure system by attorneys, rather than ORDINARY people"".","ms",315,35
6239,"u","What is even more scary is your solution for the question that we are currently discussing that addresses not being able to get information from your lender.","ms",315,36
6240,"n","Your solution talks about the CFPB's worry about ""the risk of overloading consumers with too much information"".","ms",315,37
6241,"e","I have been alive for 50 years and nobody in any conversation has ever complained that their lender has given them too much information.","ms",315,38
6242,"u","I realize that Adam Levitin, that just joined the CFPB, as an advisor, is an attorney and could benefit from this rule","ms",315,39
6243,"u","but after reading some of his amazing papers I would love to know what he has to say about this.","ms",315,40
6244,"u","My opinion is, you don't limit borrowers information further to reduce crime and increase transparency.","ms",315,41
6245,"u","The ordinary people should not have to pay out any money to get information on your loan","ms",315,42
6246,"u","it should be provided monthly.","ms",315,43
6247,"n","Look at the earnings of the largest servicers even with all the lawsuits","ms",315,44
6248,"u","and you should agree they need to start offering service for their earnings.","ms",315,45
6249,"n","A couple of entries a month is hardly a burden for this amount of wealth the banks are generating from the ordinary","ms",315,46
6250,"u","and the banks probably cannot even believe they are getting away with providing such little detail.","ms",315,47
6251,"u","Borrower Problem: borrowers not given information","ms",315,48
6252,"u","Solution: borrowers get all relevant information monthly, timely.","ms",315,49
6253,"u","Servicer Problem: unduly burdensome phone calls where answers are few","ms",315,50
6254,"u","Solution: Borrower gets all relevant information monthly eliminating unduly burdensome phone calls","ms",315,51
6255,"u","Warning a borrower about force placed insurance is irrelevant to addressing the problem, symptom or solution.","ms",318,0
6256,"u","After reading your link to 2024.37 force placed insurance 2viii I realized that the only solution that is being offered for all the force placed insurance issues is that the banks have to tell the borrower that they are about to place a force placed hazard insurance policy on them that ""cost significantly more"".","ms",318,1
6257,"u","In other words, if you can't make your property insurance payment, our solution is to increase the price of the insurance.","ms",318,2
6258,"u","Providing a borrower a written statement that you are going to take advantage of them is not the solution but part of the problem.","ms",318,3
6259,"u","Trust me, after watching 4 years of abuse, the homeowners know they are about to be screwed over,","ms",318,4
6260,"u","with over priced insurance, that is going to make their problems much worse, and may prevent the chance of any recovery.","ms",318,5
